"stars","funny","useful","cool","user_cool","characters","user_average_stars","biz_review_count","user_useful","user_funny","biz_open","biz_stars","words","user_review_count","year","mday","month","wdaySun1","isWeekend"
5,0,7,6,320,570,3.6,38,548,469,1,4,107,161,2008,19,6,5,0
5,0,1,0,2,42,3.33,30,15,1,1,4,6,9,2012,10,1,3,0
2,1,4,3,720,834,4.11,70,940,493,1,3,157,141,2008,20,7,1,1
3,0,1,0,580,824,3.64,58,907,210,0,2.5,148,439,2006,7,8,2,0
4,3,3,2,46,777,3.35,239,165,75,1,4,138,84,2009,29,4,4,0
3,3,5,4,1794,563,3.48,287,2401,1422,1,4,99,438,2009,1,12,3,0
5,0,1,0,4,352,3.81,65,27,7,1,4.5,68,32,2012,2,6,7,1
5,0,6,2,231,1813,3.78,9,393,220,1,5,335,122,2007,12,7,5,0
5,0,0,0,0,283,0,81,0,0,1,4.5,51,0,2012,12,12,4,0
5,5,2,5,1074,707,3.71,281,1299,1105,1,4,133,350,2006,26,11,1,1
3,1,2,1,62,558,3.98,83,109,59,1,4,102,56,2011,8,12,5,0
4,0,1,0,2,485,3.68,117,13,8,1,4,81,22,2011,13,5,6,0
4,0,1,0,106,179,3.9,100,209,83,1,3,29,510,2011,21,12,4,0
4,0,0,0,6,2991,3.25,12,26,10,1,3.5,510,20,2012,19,9,4,0
4,0,0,0,0,531,0,73,0,0,1,3,97,0,2010,28,9,3,0
4,1,1,0,15,438,3.51,56,65,14,1,3,82,66,2011,9,1,1,1
3,1,0,0,10,225,3.54,323,24,7,1,4,44,13,2011,21,6,3,0
4,0,0,0,35,83,3.76,33,75,25,1,3.5,15,62,2012,29,1,1,1
3,0,0,0,2,183,4.25,233,5,2,1,3.5,31,12,2011,10,11,5,0
3,0,1,0,15,564,3.56,35,62,34,1,4,105,77,2012,6,3,3,0
3,0,1,0,3,366,4.21,84,14,3,1,4.5,60,19,2012,22,3,5,0
4,2,1,1,560,355,3.36,13,876,487,1,5,68,475,2012,27,6,4,0
5,0,0,0,0,224,3,412,0,2,1,3.5,41,2,2012,4,5,6,0
3,0,0,0,0,474,3.93,21,4,3,1,4.5,77,14,2012,5,9,4,0
5,0,0,0,19,446,3.95,44,67,19,1,4.5,85,62,2012,21,7,7,1
4,1,2,1,81,604,3.97,32,162,67,1,4.5,109,129,2011,25,3,6,0
4,0,4,2,70,1031,3.61,98,94,27,1,4.5,186,28,2008,4,5,1,1
4,0,0,0,89,807,3.93,43,212,54,1,3.5,146,229,2012,8,3,5,0
5,0,0,1,4,743,4.29,120,5,4,1,4,126,14,2010,3,10,1,1
2,2,4,1,135,1975,3.15,235,352,344,1,4,392,209,2011,3,4,1,1
3,0,2,1,109,343,3.8,81,139,92,1,3,61,199,2007,16,9,1,1
4,0,1,0,0,545,0,39,0,0,1,4,101,0,2011,18,9,1,1
2,0,1,0,164,367,3.89,13,331,111,1,4,65,197,2010,27,6,1,1
3,0,0,0,18,512,3.93,163,68,16,1,3,95,56,2011,20,3,1,1
3,1,1,1,206,823,3.79,353,335,143,1,4,151,182,2009,21,10,4,0
4,2,6,3,2110,877,3.91,53,2519,1511,0,4,162,357,2009,15,1,5,0
3,1,1,1,176,1281,3.94,61,345,191,0,3,248,163,2009,23,6,3,0
3,0,0,0,11,534,3.72,245,35,10,1,4,100,47,2010,18,3,5,0
4,0,0,0,3,830,3.22,13,38,6,1,3,147,50,2011,7,3,2,0
1,0,5,0,1,1927,1.8,80,20,6,1,4,365,6,2012,14,11,4,0
3,0,1,1,801,459,3.99,23,969,779,1,3.5,84,224,2010,7,4,4,0
5,0,0,0,0,80,5,21,0,0,1,4,14,1,2011,23,11,4,0
2,0,1,1,1,843,4.25,34,2,0,1,4.5,151,4,2011,24,1,2,0
3,0,0,0,621,439,3.68,5,1453,375,1,2.5,76,811,2011,13,2,1,1
3,1,1,1,319,684,4.29,14,554,238,1,3,135,377,2011,26,4,3,0
1,1,2,0,70,410,3.74,4,183,66,1,2.5,70,176,2010,21,3,1,1
4,0,0,0,68,424,3.72,398,154,58,1,4,80,127,2009,19,2,5,0
3,0,1,0,51,1316,3.44,196,106,24,1,3.5,234,61,2011,18,1,3,0
5,0,1,1,22,220,3.77,184,96,29,1,4,37,53,2011,21,3,2,0
4,0,3,0,24,1398,3.55,166,86,20,1,4.5,258,98,2011,26,3,7,1
3,0,1,0,153,540,4.09,26,320,160,1,3.5,96,140,2011,10,1,2,0
4,0,0,1,5,1333,3.21,69,8,4,1,3.5,254,14,2012,23,9,1,1
5,0,2,1,1,208,5,7,3,0,1,4.5,44,2,2011,8,4,6,0
1,1,1,1,21,1143,3.62,8,50,26,1,1.5,223,21,2012,2,2,5,0
2,0,0,1,513,2748,3.71,56,743,569,1,4,499,244,2010,14,4,4,0
2,1,5,3,506,479,3.54,136,896,430,1,4,99,445,2008,2,6,2,0
3,0,0,0,328,631,3.4,9,668,332,1,2,117,263,2011,12,12,2,0
4,1,1,1,263,638,4.08,34,428,263,1,3.5,116,221,2011,25,12,1,1
3,0,1,0,6,704,4,74,22,5,1,4,137,8,2009,6,6,7,1
5,0,0,0,0,267,5,12,2,1,1,4.5,52,5,2012,27,3,3,0
4,0,3,0,3,1636,4.09,18,23,15,1,4.5,296,11,2012,31,3,7,1
5,0,1,2,68,500,4.25,169,116,32,1,4,95,60,2008,20,6,6,0
4,0,1,0,10,491,4.26,272,40,1,1,4,88,38,2010,26,7,2,0
1,1,1,0,4,252,3.36,124,12,4,1,2.5,40,15,2011,5,3,7,1
4,0,0,0,7,436,4.71,51,12,2,1,4,82,10,2009,18,9,6,0
5,0,1,0,13,317,4.17,489,33,7,1,4,52,69,2011,20,4,4,0
1,1,1,0,0,319,3.4,41,1,1,1,3,62,7,2011,25,5,4,0
1,0,0,0,2,1174,3.4,3,10,2,0,3.5,213,10,2009,22,2,1,1
4,2,3,2,2093,269,3.94,78,2375,1852,1,3.5,45,325,2008,11,4,6,0
3,0,0,0,1,196,4.64,238,3,1,1,3.5,43,11,2010,30,12,5,0
5,7,9,9,3901,2752,4.29,281,5065,2517,1,4,498,670,2010,14,12,3,0
5,0,0,0,26,550,3.2,137,52,15,1,4,105,40,2009,25,2,4,0
5,0,1,1,11,363,4.54,83,19,6,1,3.5,65,25,2011,23,7,7,1
5,0,0,0,12,112,4.21,189,24,6,1,4,18,14,2010,12,6,7,1
3,0,0,0,6,521,3.46,180,25,10,1,4,104,29,2011,18,7,2,0
3,0,0,0,847,270,3.63,78,1115,758,1,4,48,427,2007,1,3,5,0
4,0,0,0,0,172,4.5,71,1,0,1,4.5,29,4,2012,30,9,1,1
5,1,1,1,0,666,0,230,0,0,1,4.5,122,0,2012,5,11,2,0
2,2,2,1,311,1320,3.62,580,447,299,1,4.5,248,158,2009,10,4,6,0
5,5,11,6,212,1130,4.23,157,256,139,1,4.5,217,66,2011,26,2,7,1
1,0,6,0,1,1421,2.78,3,50,0,1,3.5,269,10,2011,18,2,6,0
5,0,0,0,2,195,4.88,549,5,1,1,4,35,9,2012,30,11,6,0
2,0,0,0,6,104,4.05,105,20,8,1,4,16,63,2011,14,9,4,0
1,0,1,0,1,220,3.67,28,4,0,1,3,36,6,2012,6,5,1,1
3,0,1,0,0,941,0,12,0,0,1,3.5,168,0,2010,22,8,1,1
1,0,0,0,0,169,0,7,0,0,1,2,27,0,2012,8,11,5,0
3,0,5,0,40,1461,3.41,109,98,51,1,3.5,265,27,2011,22,9,5,0
3,3,5,5,965,1309,3.59,38,1096,702,1,3.5,252,305,2009,13,7,2,0
5,0,3,1,7,1189,4.08,202,32,1,1,4,196,12,2010,25,7,1,1
2,5,10,4,447,2974,3.96,118,576,413,1,3.5,572,120,2010,26,9,1,1
3,0,1,0,2,1988,3.26,224,9,1,1,4,362,33,2013,1,1,3,0
2,0,0,0,1,295,3.5,83,6,2,1,3.5,56,4,2012,2,10,3,0
2,0,0,0,33,1747,3.91,31,132,36,1,3,346,158,2012,16,6,7,1
1,0,3,0,22,487,3.68,3,74,15,1,1,95,114,2012,5,4,5,0
5,0,0,0,0,88,0,57,0,0,1,3.5,17,0,2012,25,11,1,1
3,7,8,9,0,1420,0,221,0,0,1,3.5,256,0,2009,31,1,7,1
1,0,0,0,6,445,3.97,3,13,5,1,3,77,39,2011,19,10,4,0
4,2,2,3,451,1438,4.06,156,521,260,1,3.5,277,163,2010,16,10,7,1
5,3,1,0,176,796,3.94,117,345,191,1,4.5,135,163,2011,25,4,2,0
4,0,0,0,3,300,3.76,37,27,2,1,3.5,59,33,2011,27,1,5,0
2,0,1,0,4,400,3.69,88,68,15,1,2.5,70,71,2011,12,4,3,0
1,0,4,1,0,1176,0,9,0,0,1,1,230,0,2012,14,1,7,1
2,2,2,2,16,438,3.86,106,25,15,1,4,71,50,2010,27,12,2,0
5,0,1,0,8,642,4.39,26,39,4,1,4,118,36,2010,12,9,1,1
1,0,2,0,0,3470,2.4,94,6,0,1,4,659,6,2012,12,2,1,1
4,0,1,0,0,574,2.75,99,10,0,1,4,103,4,2012,26,5,7,1
5,0,1,0,19,2429,4.18,6,47,14,1,4.5,414,38,2011,18,10,3,0
2,0,2,0,41,161,3.76,202,99,39,1,4,28,38,2009,12,2,5,0
1,0,1,1,11,2503,3.62,218,21,6,1,4,462,17,2011,24,10,2,0
5,0,0,0,1,895,4.25,575,3,2,1,4.5,166,8,2012,26,9,4,0
5,1,1,0,38,463,3.57,95,49,30,1,4,82,90,2008,30,4,4,0
1,0,0,0,5,52,3.96,6,22,8,1,4.5,10,26,2012,10,8,6,0
2,0,0,0,3,1318,3.08,9,11,4,0,3,259,13,2010,20,11,7,1
1,0,1,0,0,137,2.5,316,4,0,1,3.5,27,4,2012,14,11,4,0
3,0,0,0,51,349,3.85,131,101,34,1,3.5,62,89,2012,16,1,2,0
4,1,2,1,15,351,3.9,61,64,15,1,4,72,68,2011,12,2,7,1
4,0,0,0,48,127,3.45,35,217,71,1,4,24,343,2012,30,3,6,0
4,2,3,1,214,885,3.86,43,286,163,1,4.5,161,142,2009,23,2,2,0
4,0,1,1,1,1428,3.5,155,1,0,1,3.5,246,2,2012,19,8,1,1
5,0,1,0,0,20,5,36,1,0,1,4.5,4,4,2012,1,8,4,0
1,0,0,0,0,32,2.25,25,7,2,1,2.5,6,4,2012,26,6,3,0
2,0,1,1,0,441,0,4,0,0,1,4,76,0,2011,29,6,4,0
2,0,0,0,70,875,3.57,8,157,55,1,2.5,181,97,2011,14,11,2,0
3,1,1,1,41,737,3.81,29,87,21,1,4.5,132,43,2012,26,11,2,0
4,0,0,0,173,854,3.9,189,262,136,1,4.5,153,236,2011,29,12,5,0
5,0,0,0,0,151,0,19,0,0,1,4,25,0,2012,19,5,7,1
1,0,0,0,7,326,2.65,108,56,20,1,3.5,66,52,2010,31,3,4,0
4,0,0,0,0,138,3.5,16,0,0,1,3.5,24,2,2010,27,8,6,0
5,0,0,0,5,257,3.92,143,24,2,1,4,43,65,2011,12,9,2,0
1,0,0,0,3,468,4.64,25,6,0,1,3.5,82,14,2009,23,6,3,0
5,0,0,0,1,48,4.79,39,0,0,1,4,10,14,2012,16,10,3,0
3,0,0,0,9,431,3.15,307,36,7,1,4,83,52,2012,2,6,7,1
1,0,1,0,4,631,3.44,5,15,5,1,4,124,34,2011,24,2,5,0
3,2,2,2,557,949,3.77,594,819,408,1,4.5,182,252,2012,26,4,5,0
2,0,1,1,44,1229,3.79,58,125,37,1,4.5,241,128,2011,19,8,6,0
5,0,1,0,2,171,3.71,176,4,0,1,3.5,27,7,2011,22,11,3,0
4,7,8,7,36,608,3.38,77,69,38,1,4.5,111,34,2010,10,12,6,0
5,0,0,0,0,1689,5,236,0,0,1,4,309,1,2010,17,11,4,0
3,0,0,0,0,1445,2.33,3,1,0,1,2.5,270,3,2012,2,6,7,1
4,0,1,0,1,593,3.8,143,5,1,1,4,113,5,2010,12,11,6,0
2,1,2,0,106,1591,3.84,158,232,97,0,4,297,116,2011,15,5,1,1
5,0,1,0,0,24,5,162,1,0,0,4,4,1,2012,4,6,2,0
5,0,0,0,25,974,4.26,184,80,26,1,4,170,46,2010,1,8,1,1
3,0,0,0,284,1086,3.56,862,586,125,1,3,188,654,2012,14,7,7,1
1,0,0,0,1,69,3.43,5,11,1,1,2.5,15,7,2012,31,1,3,0
5,0,0,0,1,31,5,77,3,0,1,4,6,4,2012,8,6,6,0
1,0,1,0,0,187,3,8,1,0,1,4,32,2,2011,12,11,7,1
3,0,0,0,1,115,4.75,4,2,2,1,3,21,10,2012,27,11,3,0
5,0,1,0,5,298,3.22,9,6,2,1,4.5,62,9,2010,17,10,1,1
5,0,0,0,1,63,3.8,477,4,1,1,4.5,14,10,2011,22,10,7,1
5,0,0,0,11,287,3.47,143,28,11,1,4,55,101,2012,26,2,1,1
5,0,0,0,3,166,2.8,114,7,1,1,4,31,6,2009,17,7,6,0
4,1,2,2,85,1394,3.34,36,143,127,1,4.5,245,41,2008,6,10,2,0
5,0,0,1,2,242,5,5,2,1,1,4.5,52,3,2011,17,3,5,0
5,0,1,0,6,214,3.68,162,13,0,1,4,37,26,2011,25,1,3,0
4,0,1,0,2,374,3.44,24,4,1,1,4,70,9,2011,4,3,6,0
5,0,0,1,4,704,4.08,27,10,1,1,4.5,132,13,2012,27,6,4,0
3,0,1,0,151,3326,3.92,3,233,90,1,3.5,649,135,2010,28,2,1,1
3,0,1,0,296,308,3.54,145,487,370,1,2.5,62,377,2010,24,5,2,0
3,0,0,0,26,657,3.81,99,89,18,1,4,123,79,2011,8,3,3,0
5,8,10,11,424,3017,3.83,269,564,292,1,4,588,190,2011,14,2,2,0
3,0,0,0,0,76,3,119,0,0,1,4,16,1,2011,30,4,7,1
4,1,1,2,484,494,3.65,182,613,756,1,4.5,92,150,2012,30,8,5,0
5,0,1,0,0,470,5,453,1,0,1,4,83,2,2012,13,7,6,0
3,1,2,0,197,601,3.66,233,429,145,1,3.5,118,319,2010,25,4,1,1
5,1,1,1,7,515,3.99,148,25,12,1,4,100,81,2010,20,6,1,1
3,0,0,0,109,561,3.69,4,282,157,1,3.5,106,163,2010,22,2,2,0
2,0,2,0,327,1281,3.63,37,626,371,1,3,219,180,2011,20,12,3,0
1,1,1,1,14,153,2.47,3,47,20,1,3,28,53,2011,26,8,6,0
4,0,0,0,10,343,3.34,107,50,30,1,4.5,64,29,2012,10,12,2,0
1,0,0,0,0,336,2,4,3,1,1,2,61,5,2012,22,8,4,0
3,0,0,0,1151,509,3.29,502,1875,1277,1,4,85,682,2009,23,3,2,0
4,0,0,0,0,165,0,5,0,0,1,3.5,28,0,2012,6,9,5,0
3,0,1,0,272,252,3.15,31,628,420,1,4,45,608,2011,27,1,5,0
1,3,5,1,41,1236,3.18,136,108,40,1,4.5,246,73,2012,12,6,3,0
5,3,4,7,447,3073,3.96,104,576,413,1,3.5,544,120,2011,23,1,1,1
3,0,0,0,88,943,3.6,8,222,91,0,3.5,186,155,2010,15,2,2,0
4,1,1,1,336,330,3.45,93,564,308,0,3.5,65,190,2010,6,3,7,1
2,0,1,0,0,432,2,218,1,0,1,4,74,1,2012,19,11,2,0
5,1,0,0,1,47,4.2,9,2,2,1,5,7,5,2012,10,6,1,1
3,1,3,3,1146,1386,3.67,21,1423,620,1,3.5,249,323,2011,2,2,4,0
2,0,1,0,30,536,3.6,26,132,33,1,3,94,139,2012,30,5,4,0
3,1,1,1,1155,468,3.67,39,1453,803,1,4,82,481,2011,20,4,4,0
5,1,0,0,1,300,4.44,3,12,3,1,3.5,56,10,2012,12,2,1,1
5,0,0,0,79,357,3.68,61,155,37,1,4,68,185,2007,5,12,4,0
2,0,1,0,0,474,0,140,0,0,0,3,89,0,2008,15,2,6,0
5,0,0,0,0,261,4.8,118,2,0,1,4,51,5,2010,18,9,7,1
5,4,6,4,2640,891,4.16,20,3118,1815,1,3.5,155,561,2011,13,1,5,0
2,0,2,1,201,1763,3.67,7,295,151,1,3.5,306,98,2008,2,11,1,1
2,0,0,0,1,496,1.25,110,6,1,0,3,77,4,2011,11,3,6,0
5,2,2,2,30,390,3.81,24,54,28,1,4.5,69,36,2011,31,8,4,0
3,0,3,0,674,818,3.63,19,1105,590,1,3,155,575,2010,19,9,1,1
5,1,1,2,0,565,0,171,0,0,1,3.5,96,0,2011,3,1,2,0
4,0,0,0,113,659,3.61,76,226,93,1,4,127,159,2010,19,10,3,0
4,0,0,0,0,505,4.2,126,3,0,1,3,95,6,2012,21,4,7,1
3,0,0,0,6,404,3.83,132,14,11,1,3.5,75,23,2012,19,7,5,0
4,0,1,0,2,843,3.64,333,5,1,1,4.5,157,11,2011,6,3,1,1
5,3,4,4,160,481,3.76,202,222,119,1,4,88,152,2012,16,12,1,1
3,0,0,0,4,898,3.64,11,19,1,1,3,166,11,2010,17,1,1,1
4,1,0,1,524,335,4.01,63,723,352,1,4,63,886,2007,3,5,5,0
3,1,1,1,374,690,3.67,155,524,241,1,3.5,128,159,2009,13,4,2,0
3,2,1,0,4,169,3,580,12,10,1,4.5,29,3,2011,4,2,6,0
5,1,4,3,90,44,3.78,144,144,62,1,4,7,58,2009,24,6,4,0
4,0,1,0,2,1272,4.6,94,4,0,1,4,232,5,2011,6,7,4,0
2,0,0,0,63,434,3.49,83,116,45,1,3.5,82,75,2010,12,12,1,1
5,0,2,0,2,587,3.85,4,37,3,1,5,105,13,2012,18,1,4,0
3,1,2,1,331,635,3.92,11,457,123,1,3,112,277,2010,4,5,3,0
3,0,1,0,125,398,3.25,101,420,91,0,4,71,558,2009,21,4,3,0
4,0,0,0,1,398,1.75,135,2,4,1,4,76,5,2011,6,1,5,0
4,4,6,5,8283,1116,3.94,77,9827,9203,1,3.5,212,1004,2011,28,1,6,0
5,0,0,0,0,215,2.33,36,2,0,1,4.5,43,3,2012,3,7,3,0
2,2,2,2,0,829,0,117,0,0,1,4,161,0,2008,24,2,1,1
2,1,3,1,216,993,3.68,129,485,194,1,3.5,183,145,2011,25,7,2,0
3,3,2,2,1098,1979,3.71,149,1414,738,1,3.5,360,484,2008,22,2,6,0
5,0,1,0,31,1107,4.36,10,41,15,1,5,204,11,2012,19,12,4,0
5,0,0,0,2,225,4.06,6,16,15,1,4.5,44,17,2010,19,3,6,0
3,0,0,0,0,449,4,106,0,0,1,3.5,79,4,2008,19,10,1,1
5,0,0,0,1,396,4.67,321,0,0,1,4,75,3,2011,6,10,5,0
4,0,0,0,0,698,0,85,0,0,1,3.5,131,0,2010,13,11,7,1
4,0,1,1,24,415,3.92,118,46,19,1,4.5,76,36,2010,9,11,3,0
2,0,2,2,165,1087,3.69,7,322,144,1,3,193,134,2009,18,2,4,0
5,0,0,0,49,65,3.46,184,135,68,1,4,13,178,2009,21,2,7,1
2,0,2,0,5,354,4,106,17,4,1,3.5,61,13,2007,25,1,5,0
5,0,0,0,162,638,4.07,263,268,74,1,4,119,432,2010,6,8,6,0
3,0,0,0,15,429,3.58,112,63,10,1,3.5,69,111,2012,26,9,4,0
5,0,0,0,33,51,4.25,4,59,35,1,3.5,9,116,2012,8,9,7,1
5,0,1,2,44,495,4.27,87,66,22,0,3,96,70,2011,22,8,2,0
5,0,1,0,2,257,4.15,69,15,2,1,4,49,13,2011,14,6,3,0
3,0,1,0,49,563,3.76,78,122,24,1,3,108,165,2012,9,8,5,0
3,0,0,0,4,376,3.24,34,28,2,1,3.5,72,35,2012,11,11,1,1
3,0,0,0,10,428,3.14,54,50,8,1,3.5,79,28,2013,5,1,7,1
3,0,2,0,427,455,3.6,62,741,436,1,4,87,525,2012,14,7,7,1
3,0,0,0,192,888,3.55,35,392,116,1,3.5,158,145,2008,2,2,7,1
3,0,1,1,54,480,3.91,9,110,38,1,3,91,87,2010,1,4,5,0
5,0,1,1,9,302,4.3,326,24,3,1,4,60,20,2012,11,2,7,1
5,5,2,2,12,1129,4.8,141,15,29,1,4,213,10,2012,2,5,4,0
5,6,3,3,0,934,0,4,0,0,1,4,177,0,2008,17,12,4,0
3,0,0,0,5,122,3.65,7,7,3,1,3.5,26,23,2010,17,11,4,0
2,0,0,0,4,247,3.78,8,35,11,0,3.5,47,41,2012,23,5,4,0
3,0,1,0,31,1592,3.32,23,49,17,1,3.5,316,41,2009,11,3,4,0
3,0,0,0,8,792,4.64,18,13,5,0,4,143,14,2009,4,10,1,1
4,0,1,1,1,507,4.5,19,3,0,0,3.5,99,2,2012,26,4,5,0
5,0,0,0,79,65,3.57,69,128,28,1,3.5,11,161,2009,17,6,4,0
4,0,0,0,3,311,3.92,25,12,1,1,3.5,53,13,2011,25,10,3,0
5,0,0,0,0,469,0,65,0,0,0,4,93,0,2011,5,3,7,1
4,0,0,0,11,721,3.83,95,75,11,1,4,137,63,2010,6,11,7,1
4,0,0,0,0,438,4.5,3,1,0,1,4.5,79,3,2012,8,9,7,1
1,1,0,0,5,547,4,104,16,4,1,3.5,108,11,2011,16,10,1,1
5,0,0,1,0,79,0,32,0,0,1,4.5,16,0,2012,17,7,3,0
2,1,4,1,103,3387,3.17,199,149,70,1,4,646,40,2008,25,6,4,0
3,0,0,0,4,30,3.89,291,2,2,1,4,5,9,2010,2,8,2,0
5,0,1,0,2,341,3.69,580,10,2,1,4.5,60,14,2012,26,5,7,1
3,0,0,0,523,410,3.66,19,974,453,1,3.5,73,992,2012,21,12,6,0
4,0,1,0,0,447,0,14,0,0,0,3.5,77,0,2011,20,4,4,0
5,0,2,0,252,251,3.61,230,484,138,1,4.5,50,401,2012,8,3,5,0
3,0,1,0,87,777,3.83,165,204,50,1,4,151,166,2010,28,7,4,0
1,2,5,3,87,1343,3,181,160,114,1,3.5,242,51,2011,23,5,2,0
1,0,0,0,0,546,3,3,0,0,1,2.5,100,2,2012,26,7,5,0
4,0,0,0,33,1587,3.76,238,86,22,1,4,303,99,2010,25,4,1,1
2,0,1,0,0,120,3.2,72,9,2,1,4,22,5,2011,15,6,4,0
3,2,3,2,215,472,4.37,98,341,135,1,4.5,83,110,2008,18,12,5,0
1,3,1,0,1112,348,2.93,235,1561,1143,1,3.5,66,242,2008,7,7,2,0
5,0,0,0,0,254,0,15,0,0,1,4,50,0,2012,11,5,6,0
1,1,1,0,0,1946,1,4,1,1,1,2.5,406,1,2012,27,5,1,1
2,0,1,0,14,1210,3.58,77,77,25,1,3.5,223,83,2010,26,12,1,1
4,0,0,0,0,409,0,30,0,0,0,3.5,72,0,2008,14,10,3,0
5,1,2,1,18,508,3.53,69,39,9,1,3.5,90,49,2008,20,4,1,1
1,0,0,0,0,729,3,16,1,0,1,2,142,4,2012,10,7,3,0
3,0,0,0,3,48,3.62,862,17,10,1,3,12,21,2012,5,1,5,0
4,12,8,11,943,774,4.2,8,999,978,1,4,142,132,2008,1,12,2,0
2,0,1,0,21,529,3.62,5,91,15,1,2.5,99,87,2012,4,4,4,0
3,1,2,1,24,717,3.92,85,46,19,1,4,143,36,2010,19,11,6,0
4,0,0,0,6,379,3.88,268,23,4,1,4,67,26,2010,4,4,1,1
3,0,0,0,4,519,3.86,236,8,1,1,4,96,31,2011,15,12,5,0
3,0,1,0,0,482,3.83,98,7,2,0,3.5,87,6,2011,18,8,5,0
5,0,0,0,0,352,5,7,2,0,1,5,68,2,2012,28,7,7,1
2,1,1,0,23,285,3.48,4,52,7,0,3.5,49,29,2009,27,6,7,1
2,0,2,0,27,943,4.2,108,51,4,1,3.5,180,20,2007,4,9,3,0
5,0,0,0,1,342,4.1,4,8,2,1,4,60,10,2011,25,4,2,0
4,1,2,1,363,664,3.35,3,653,384,1,4.5,119,283,2011,4,1,3,0
5,0,0,0,25,1418,3.87,100,72,18,1,4,242,45,2010,27,9,2,0
5,0,1,0,55,8,3.54,73,144,67,1,4,2,167,2012,12,8,1,1
4,1,1,1,42,1423,3.24,453,132,42,1,4,258,253,2012,8,8,4,0
5,0,0,1,319,233,4.29,7,554,238,1,4,44,377,2012,16,2,5,0
4,4,8,6,965,2450,3.59,269,1096,702,1,4,454,305,2010,28,2,1,1
5,0,2,0,0,4708,3.2,79,7,1,1,4,865,10,2011,14,11,2,0
1,1,1,0,5,315,2.82,197,42,16,1,2,48,38,2012,13,6,4,0
2,0,0,0,0,677,2.14,100,6,5,1,4,126,8,2011,26,4,3,0
1,0,0,0,0,1399,3.55,6,20,5,1,2.5,246,33,2011,28,2,2,0
4,0,0,0,8,95,3.16,213,63,23,1,4,15,31,2012,25,5,6,0
4,0,0,0,13,534,3.83,144,29,3,1,4,99,35,2011,26,10,4,0
4,0,0,0,51,164,3.87,122,124,49,1,4,25,83,2009,12,6,6,0
5,0,1,0,0,28,4.62,74,8,0,1,4.5,6,8,2012,9,4,2,0
4,8,9,11,782,875,3.83,25,1041,551,1,3.5,180,412,2013,3,1,5,0
2,1,0,0,12,497,3.56,4,55,22,1,2,105,43,2012,3,3,7,1
5,0,0,0,2,758,3.4,9,10,0,1,3.5,140,7,2010,21,6,2,0
5,0,0,0,0,287,4.33,140,1,1,0,3,48,3,2010,27,8,6,0
2,0,0,0,5,1079,3.3,115,11,2,1,3.5,212,11,2010,26,1,3,0
5,7,10,6,446,448,4.26,119,647,431,1,4,77,76,2013,2,1,4,0
4,0,0,0,8,54,4.21,221,26,5,1,3.5,9,57,2011,8,12,5,0
5,0,1,1,78,1019,3.5,15,183,88,1,4,186,98,2009,8,12,3,0
3,2,7,4,1076,2121,3.99,248,1178,725,1,4,411,268,2012,4,6,2,0
2,1,3,2,7,1103,2.93,171,35,8,1,4,207,14,2012,29,4,1,1
3,0,0,0,24,24,4.16,58,75,25,1,3,5,152,2012,15,7,1,1
3,0,0,0,19,225,3.72,3,125,26,1,4.5,45,138,2011,29,12,5,0
3,0,0,0,94,414,4.1,238,221,74,1,3.5,78,143,2010,21,11,1,1
4,0,1,1,527,452,3.51,5,795,295,1,2,85,379,2008,27,5,3,0
5,1,2,1,104,673,4,8,137,48,1,5,124,51,2009,9,11,2,0
3,0,2,0,125,669,4,196,214,128,1,3,119,102,2007,14,9,6,0
4,1,2,1,29,370,4.02,3,83,26,1,4,68,52,2010,6,6,1,1
4,0,1,0,42,1257,3.02,246,160,28,1,4,229,88,2010,4,9,7,1
5,0,1,1,1,1058,5,66,2,0,1,3.5,202,3,2012,11,9,3,0
4,2,3,2,664,523,4.44,143,743,480,1,4,106,215,2012,20,6,4,0
3,0,0,0,1,180,3.46,7,11,3,1,2.5,32,13,2011,27,11,1,1
3,0,0,0,296,681,3.54,198,487,370,1,3,128,377,2010,9,7,6,0
5,1,1,0,0,655,5,3,1,1,1,5,118,1,2012,29,12,7,1
5,0,1,2,0,614,0,38,0,0,0,3,111,0,2007,5,6,3,0
3,0,0,0,81,242,4.08,163,117,34,1,3,48,123,2011,21,3,2,0
5,0,2,1,0,707,0,18,0,0,1,4,129,0,2009,6,12,1,1
1,0,0,0,1,438,3.9,15,15,2,1,3.5,78,23,2012,14,1,7,1
4,0,0,0,432,1509,3.73,102,608,302,1,4,294,325,2012,4,7,4,0
4,0,0,0,0,1805,4.25,33,0,0,1,3,367,4,2011,8,7,6,0
3,0,0,0,0,755,4,25,0,0,1,4,138,3,2012,25,4,4,0
3,1,2,1,21,1581,3.39,41,34,31,1,3.5,302,18,2010,6,10,4,0
1,0,0,0,0,1191,3.44,6,9,0,1,3.5,214,16,2012,21,5,2,0
5,1,0,0,8,969,3.43,47,54,6,1,5,188,73,2012,5,2,1,1
5,0,0,0,0,897,0,238,0,0,1,4,169,0,2010,26,7,2,0
4,1,3,1,1005,1388,3.65,60,1495,849,0,3.5,251,483,2009,1,6,2,0
1,0,0,0,0,680,2.5,68,3,0,1,3,120,7,2012,21,6,5,0
5,0,3,1,3,2174,3.36,54,13,1,1,4,417,14,2011,26,7,3,0
2,0,0,0,0,178,0,15,0,0,1,4.5,33,0,2011,16,8,3,0
